Joke,Episode,Guest,URL,Time,ID
"There are over 10,000 missing person cases in America. I hope I'm not telling tales out of school, but I think the answer to where these missing people are is very clear:</p> <p><i>Joran van der Sloot</i>",NML S01E10,Andy Dick,a3UqEgL1VXI,1h9m0s,149
Never trust a black guy wearing a Dirk Nowitzki jersey.,NML S01E10,Andy Dick,a3UqEgL1VXI,1h9m34s,150
"Whenever someone says ""I have a couple irons in the fire"" I think, ""is one of them a job writing blacksmithing metaphors?""",NML S01E10,Andy Dick,a3UqEgL1VXI,1h10m0s,151
"If the Miami Heat win the NBA championship this year, I'm going to eat my hat. It's not that I care or think that they're going to win, it's just that I want to eat my hat.",NML S01E10,Andy Dick,a3UqEgL1VXI,1h10m21s,152
This year's most popular iPhone game is 'Clash of the Clans'</p> <p>The least popular iPhone game?</p> <p>'Cut my Cock Off',NML S01E10,Andy Dick,a3UqEgL1VXI,1h17m35s,153
"Today is the 11th birthday of President Obama's youngest daughter Sasha. Or as I like to call her, 'the uppity one'",NML S01E11,Gilbert Gottfried,JtAkLGLviGk,55m36s,154
Well we're now into those hazy crazy lazy days of summer.</p> <p>Especially those of us who are over-medicated schizophrenics who live near smoky industrial parks.,NML S01E11,Gilbert Gottfried,JtAkLGLviGk,56m0s,155
I think there's some trouble over at Craigslist. I went over there and saw an ad: 'Someone to kill Craig's wife',NML S01E11,Gilbert Gottfried,JtAkLGLviGk,56m23s,156
"You know that sweet old song 'Tea for Two'?</p><p>""Nobody near us to see us or hear us""?</p><p>I think those people wanted to get down to some serious fucking.",NML S01E11,Gilbert Gottfried,JtAkLGLviGk,56m35s,157
I think the reason I most look forward to China ruling the earth is that all of their last names sound like slang for 'cock'.,NML S01E11,Gilbert Gottfried,JtAkLGLviGk,57m03s,158
"Astronomers have discovered three new planets that have an atmosphere conducive to human life. And they've discovered one that has an ""atmo"" conducive to hipster life.",NML S01E11,Gilbert Gottfried,JtAkLGLviGk,57m18s,159
"Michael Douglas portrayed the flamboyant entertainer Liberace in the new HBO film 'Behind the Candelabra'.</p> <p>I'd like to say something to Michael Douglas: I sang with Liberace, I knew Liberace, Liberace was a friend of mine. Michael Douglas, <i>you're no Liberace!</i>",NML S01E11,Gilbert Gottfried,JtAkLGLviGk,59m10s,160
Why is it so difficult to find pornography about people in stable monogamous relationships?,NML S01E11,Gilbert Gottfried,I22Pk7QhGok,35m4s,161
"China's government has reported that they have lost over 28,000 rivers in the past decade. My theory is they sold it into the sordid world of underground river sex trafficking.",NML S01E11,Gilbert Gottfried,I22Pk7QhGok,35m32s,162
"A man in France tried to rob a bank using underwear as a mask, the cops put him in jail right after a quick <i>debriefing.</i>",NML S01E11,Gilbert Gottfried,I22Pk7QhGok,42m44s,163
"You know, I'm old enough to remember back to simpler, more innocent times, when the worst thing you'd hear about on the news was hijacked jet liners flying into buildings.",NML S01E11,Gilbert Gottfried,I22Pk7QhGok,43m54s,164
The world's 2nd oldest man died this week at 113. Good news for the world's 3rd oldest man who also got bad news this week: He's dying.,NML S01E11,Gilbert Gottfried,I22Pk7QhGok,46m0s,165
Michael Douglas claims that oral sex can lead to throat cancer. Which might shed some light on why Adam Eget prefers to lick mens assholes.,NML S01E11,Gilbert Gottfried,I22Pk7QhGok,46m30s,166
Scientists now say that trout can communicate with each other with subtle physical gestures.</p> <p>Wow. Just when you thought trout couldn't get any more fascinating.,NML S02E01,Ray Romano,z0EYJCP6ipw,49m18s,167
Mondays aren't actually worse than any other day according to a group of researchers who've never read a Garfield comic.,NML S02E01,Ray Romano,z0EYJCP6ipw,49m52s,168
Archaeologists excavating a trash pit at the Jamestown Colony site in Virginia have found direct evidence of human cannibalism. It's believed to be the first historical occurence of someone eating a bag of dicks.,NML S02E01,Ray Romano,z0EYJCP6ipw,50m26s,169
"Two women accused of using sorcery have been beheaded in a remote village in Papua New Guinea. A team of police rushed to the scene but were forced to stand by and watch the victims being decapitated by axes as locals refused to let them come to their aid. If you ever go to a remote village in Papua New Guinea, <i>at all costs avoid using sorcery!</i>",NML S02E01,Ray Romano,z0EYJCP6ipw,51m14s,170
"A Las Vegas woman was arrested after hiding a stolen Rolex in her vagina. Wow, now Bruce Jenner's just gone too far.",NML S02E01,Ray Romano,z0EYJCP6ipw,52m03s,171
"Bill Clinton says he wouldn't be surprised if some day we are visited by aliens from outer space.</p> <p>Democratic presidential hopeful Hillary Clinton said: ""Shouldn't you be getting a blowjob somewhere?""",NML S02E01,Ray Romano,z0EYJCP6ipw,52m27s,172
Las Vegas is now home to a 550ft tall ferris wheel.</p> <p>Also drawing thousands to Las Vegas?</p> <p>Whores!,NML S02E01,Ray Romano,z0EYJCP6ipw,52m49s,173
"Health officials in Texas raided the home of 60 year old sisters and found over 100 cats. The cats are named Bootsy, Lola, Tippy, Cornelia, Fluffy, Minerva, Ringo, Jasper, Charlie, Spanky, Snooks, Doodle, Wally Happy-pants, Zeke, Veronica, Dolly, Clyde, Ajax, Rusty, Puff-ball, Snuffy, Sylvia, Mr. Moody, Leonardo, Zeke, Tawana, Evinrude, Nimrod, Sylvester, Skee-ball, Toots, Jupiter, Lady Agatha, Murgatroyd, Lula-belle, Newton, Felix, Smurfette...",NML S02E01,Ray Romano,z0EYJCP6ipw,53m11s,174
The street drug 'Special K' has been found to be an excellent treatment for depression. This according to the New England Journal of Gary Busey.,NML S02E01,Ray Romano,z0EYJCP6ipw,55m04s,175
"Michigan man Curtis Peterson received a 15 year prison sentence for having sex with his pet pitbull.</p> <p>What's that lassie? <i>Woof woof?</i> Grandma got stuck in a well? <i>Woof woof?</i> Oh, you got raped?",NML S02E02,Adam Sandler,2IovnCtFqrE,1h2m7s,176
A new study found that men with beards are more attractive.</p> <p>More great work from the University of Bob Seger.,NML S02E02,Adam Sandler,2IovnCtFqrE,1h2m33s,177
Growing up I never would have believed that one day I'd need a computer just to masturbate.,NML S02E02,Adam Sandler,2IovnCtFqrE,1h2m53s,178
"Call me a little old softie, but I'd prefer if you'd call me a distinguished gentlemen with a flagging erection.",NML S02E02,Adam Sandler,2IovnCtFqrE,1h3m34s,179
"Tim Tebow's time in New York wasn't a total loss, he had a monument built to him in central park.</p> <p>A bench.",NML S02E02,Adam Sandler,2IovnCtFqrE,1h3m52s,180
"In my opinion if you're going to fight the war on terror, a good place to start would be this nation's haunted houses!",NML S02E02,Adam Sandler,2IovnCtFqrE,1h4m2s,181
"Catherine Zeta-Jones has been diagnosed with bi-polar disorder, half the time she's Zeta...",NML S02E02,Adam Sandler,2IovnCtFqrE,1h4m58s,182
"If you were a Russian prostitute on a date with serial killer Andrei Chikatilo, aka the Rostov Ripper, and he couldn't achieve an erection...</p> <p>This was not your lucky day.",NML S02E02,Adam Sandler,2IovnCtFqrE,1h5m10s,183
"Self-described Canadian porn star Luka Rocco Magnotta, heading to court soon for the grisly murder of his Chinese boyfriend. Magnotta allegedly killed Lin Jun on video tape. He started by cutting Jun's penis off, leading to his lover bleeding out live on video tape. Magnotta then went to his kitchen and placed his boyfriend's penis into a skillet frying it until it was golden brown. While taking his last breath, Jun witnessed his supposed soulmate feast on his genitals. After he had perished, Magnotta began dismembering him, sending packages of his - <i>I mean this guy was a real jerk!</i>",NML S02E02,Adam Sandler,2IovnCtFqrE,1h5m28s,184
One day in the hopefully not-too-distant future North Korean dictator Kim Jong Un is going to hear a loud popping sound. The sound of his head coming out of his ass!,NML S02E02,Adam Sandler,2IovnCtFqrE,1h6m23s,185
"There's no wrong way to eat a Reese's, says the guy who didn't shove a bunch of Reese's up his ass.",NML S02E02,Adam Sandler,2IovnCtFqrE,1h6m58s,186
"The Octomom has reportedly been evicted from her California home. The mother of 13 children packed up and left her property in Palmdale after being asked to leave for not paying her rent for the month of April. The single parent whose real name is Nadya Suleman exited leaving a huge mess and the stench of urine inside the pad. Wait, it says here the urine has been traced back to Adam Eget.",NML S02E02,Adam Sandler,2IovnCtFqrE,1h8m16s,187
"My brother-in-law is so stupid, the first thing on his bucket list was suicide.",NML S02E02,Adam Sandler,2IovnCtFqrE,1h9m01s,188
I think there's nothing cooler than being a lone wolf. Except at wolf-picnics when you don't have a partner for the wolf-wheelbarrow races.,NML S02E02,Adam Sandler,2IovnCtFqrE,1h12m03s,189
"Porn actor Ron Jeremy is back at work after having open-heart surgery. The name of his next feature is called ""I'm going to have to sit down for most of this""",NML S02E02,Adam Sandler,2IovnCtFqrE,1h12m33s,190
"Thomas Edison invented the lightbulb, but I invented the lightbulb up my ass.",NML S02E02,Adam Sandler,2IovnCtFqrE,1h12m52s,191
"After being drafted into the 7th round by the Rams, Michael Sam kissed his boyfriend. The celebration didn't end there because on ESPN2 there was full insertion.",NML S02E03,David Spade,iH8cAktQDSE,53m52s,192
This week I learned that cum tastes like nickels.,NML S02E03,David Spade,iH8cAktQDSE,54m10s,193
A study has found that the average high school prom go-er now spends $1000.</p><p>Or $2000 if you count the abortion.,NML S02E03,David Spade,iH8cAktQDSE,54m49s,194
"A Westchester parking enforcement officer stole $89,000 in quarters. How much laundry does this guy need to do?",NML S02E03,David Spade,iH8cAktQDSE,55m22s,195
"The man behind the voice of Tony the Tiger died at 64.</p> <p>His last words?</p> <p>""I don't feel Grrrrrr-eaaaat!""",NML S02E03,David Spade,iH8cAktQDSE,55m33s,196
Two strangers were arrested for having sex on a plane. How about that?</p> <p>You know who I feel sorry for?</p> <p>The guy in the middle seat.,NML S02E03,David Spade,iH8cAktQDSE,55m53s,197
"Neil Patrick Harris posed nude for the cover of Rolling Stone except for a hat hanging off his weiner. And this morning Adam Eget woke up and said ""Hey where's my hat?""",NML S02E03,David Spade,iH8cAktQDSE,56m21s,198
We are living in a golden age of Adam masturbating to inter-racial granny porn.,NML S02E03,David Spade,iH8cAktQDSE,57m22s,199
"Dr. Dre announced that he's the first hip-hop billionaire, a regular J. Paul <i>Ghetto!</i>",NML S02E03,David Spade,iH8cAktQDSE,1h0m52s,200
"All the charities that Donald Sterling donated millions of dollars to are giving it back to him.</p> <p>Well, that'll show him.",NML S02E03,David Spade,iH8cAktQDSE,1h1m10s,201
"To stop a pitbull attacking his daughter a Texas man bit the dog. That's an interesting story, but it's not what I would call <i>news</i>.",NML S02E03,David Spade,iH8cAktQDSE,1h1m22s,202
The search continues for the missing Malaysian airliner. In related news a plane was spotted by some cavemen in the year 365BC.,NML S02E03,David Spade,iH8cAktQDSE,1h2m09s,203
"A man in Chipata, Zambia allowed a hyena to eat his penis after being told by a witch doctor it would help him to become rich. Is it me or does it sound like that hyena and witch doctor were in cahoots?",NML S02E03,David Spade,iH8cAktQDSE,1h4m11s,204
"Remember kids, a stranger is just a friend you haven't met yet.</p><p>Unless he has candy in which case he's probably a pedophile.",NML S02E00,Carl Reiner,pSwE5vuNjCU,,205
I'm on a seafood diet.</p><p>I see food... and if it's a fish I eat it.,NML S02E01,Carl Reiner,pSwE5vuNjCU,,206
Someone once told me that today is not-opposite day.</p><p>But that's exactly what they told me last opposite day.,NML S02E02,Carl Reiner,pSwE5vuNjCU,,207
"A journey of a thousand miles begins with your first step... but ends with you collapsing a thousand miles away, probably in some desert somewhere.",NML S02E03,Carl Reiner,pSwE5vuNjCU,,208
"A tractor-trailer flipped over releasing millions of bees, which stung the driver hundreds of times. Speaking from the hospital, the driver said:</p> <p>""No flowers?""",NML S02E04,Carl Reiner,pSwE5vuNjCU,56m34s,209
"I realized in therapy that I'm not afraid of dying, I'm afraid of living.</p> <p>Oh no, I'm afraid of dying!",NML S02E04,Carl Reiner,pSwE5vuNjCU,56m53s,210
A penny earned is nothing to brag about.,NML S02E04,Carl Reiner,pSwE5vuNjCU,57m48s,211
"Police in Tennessee arrested a teenage girl when they found a loaded gun in her vagina. When questioned, the boyfriend said ""I guess that explains why my cock kept getting blown off""",NML S02E04,Carl Reiner,pSwE5vuNjCU,58m21s,212
"Months later, we still haven't found Malaysian Airlines Flight 370.</p> <p>This looks like the work of Joran van der Sloot!",NML S02E04,Carl Reiner,pSwE5vuNjCU,58m46s,213
A 28 year old med student is auctioning off her virginity online.</p> <p>For three hundred thousand dollars you can have the worst sex of your life!,NML S02E04,Carl Reiner,pSwE5vuNjCU,59m2s,214
"George Clooney is engaged. The rich and handsome 53 year old told reporters ""It's time for me to settle down and start officially cheating on a heartsick and disillusioned spouse.""",NML S02E04,Carl Reiner,pSwE5vuNjCU,59m47s,215
"Now I don't know much about geopolitics, but that is one cool name for a country: 'Chad'.",NML S02E04,Carl Reiner,pSwE5vuNjCU,1h0m28s,216
Kidnapped schoolgirls in Nigeria are being forced to marry their captors. I'm glad to hear these kidnappers are old-fashioned.,NML S02E04,Carl Reiner,pSwE5vuNjCU,1h0m42s,217
"Some of the 200 Nigerian schoolgirls kidnapped by extremists in Nigeria have been forced to marry their kidnappers.</p> <p>Worse than that, they've been forced to laugh at their husband's stories even after hearing them for the <i>umpteenth</i> time.",NML S02E04,Carl Reiner,pSwE5vuNjCU,1h0m57s,218
"If I had a gun to my head and had to pick a vice presidential candidate to have sex with, I would choose Sarah Palin. And Spiro Agnew.",NML S02E04,Carl Reiner,pSwE5vuNjCU,1h2m5s,219
Malaysian Flight 370 is still missing. You know where they're going to find it? The last place they look!,NML S02E05,Fred Willard,VN1Da-vnAKs,44m5s,220
"The pilot of Malaysian Flight 370's last words?</p><p><i>""I've had it with these motherfucking snakes on this motherfucking plane!""</i>",NML S02E05,Fred Willard,VN1Da-vnAKs,44m30s,221
Yo momma's so fat she developed type-2 diabetes <i>and</i> congestive heart failure! Snap!,NML S02E05,Fred Willard,VN1Da-vnAKs,44m49s,222
You don't hear anymore about Bob Costas' infected eye. <i>Who is stonewalling this investigation?!</i>,NML S02E05,Fred Willard,VN1Da-vnAKs,46m32s,223
"If thinking that women are not funny, emotionally irrational, and less intelligent than men makes me sexist, then <i>yes, I am sexist!</i>",NML S02E05,Fred Willard,VN1Da-vnAKs,47m18s,224
Here's what I've learned: You beat up and toss one 19 year old Hispanic hooker out a moving car and they never let you forget it!,NML S02E05,Fred Willard,VN1Da-vnAKs,47m37s,225
Have you ever seen these adult films that feature only men?</p> <p><i>They're awful!</i>,NML S02E05,Fred Willard,VN1Da-vnAKs,48m59s,226
"Opinions are like assholes, Neil Patrick Harris wants to stuff his cock in them.</p> <p>Oh, wait! That's just assholes.",NML S02E05,Fred Willard,VN1Da-vnAKs,49m42s,227
"April 15th is around the corner and Adam Eget asked his accountant for his extension. Oh, sorry! Thats his penis surgeon!",NML S02E05,Fred Willard,VN1Da-vnAKs,50m25s,228
"It was announced this week that the Archie Comic Books will kill off the character Archie in July. This is disappointing because if there's one Archie character that should die, it's that cock sucker Jughead.",NML S02E06,Todd Glass,4mwrZZizmpI,29m40s,229
"Al Sharpton said that the FBI hired him to spy on the mob in the 1970's, because if there's one thing the mob trusts, it's loud black guys.",NML S02E06,Todd Glass,4mwrZZizmpI,36m30s,230
"When I die I want my body donated to science. But more specifically, a scientist who is working on bringing dead guys back to life.",NML S02E06,Todd Glass,4mwrZZizmpI,36m55s,231
"The search continues in the Indian ocean for the Malaysian Airlines Flight 370 as they listen and try to follow the pings. These guys sound like me, always listening for pings.</p> <p>The Pings are my Chinese neighbors.</p> <p>Jim and Ellen Ping.",NML S02E06,Todd Glass,4mwrZZizmpI,37m24s,232
"Two businessmen bought the Milwaukee Bucks for 550 million dollars. They are very excited with their purchase, as this is the only legal way to own black people.",NML S02E07,Bob Saget,peDLWyHegfI,55m39s,233
Jenny McCarthy recently got engaged to former 'New Kid on the Block' Donnie Walhberg.</p> <p>They plan to marry on Retard Island.,NML S02E07,Bob Saget,peDLWyHegfI,56m6s,234
"How come none of my friends ever have a dungeon? Instead, they all just have rape dungeons.",NML S02E07,Bob Saget,peDLWyHegfI,56m35s,235
I found out the secret to life:</p> <p>There is no problem big enough that a huge black cock cannot fix!,NML S02E07,Bob Saget,peDLWyHegfI,56m48s,236
"Michelle Obama has booked a cameo on the ABC show 'Nashville'. With this and her appearance on 'iCarly', I think Michelle is ready to start appearing in films. May I suggest my favorite film series: 'Black Ass Fuckers'",NML S02E07,Bob Saget,peDLWyHegfI,57m46s,237
Chicago is now #1 in murder <i>and</i> sausages. That sounds like my kind of town!,NML S02E07,Bob Saget,peDLWyHegfI,1h3m19s,238
"The World Cup has arrived! So, if you're wondering why your local bar smells, it's because of all the dirty foreigners.",NML S02E08,David Koechner,uZIsYyuN35Y,48m54s,239
"This week I learned that just because I masturbated to that picture of a guy falling to his death on 9/11, doesn't mean I have to share it.",NML S02E08,David Koechner,uZIsYyuN35Y,50m24s,240
"A recent report stated that there are over 65 active serial killers in the United States. What they don't know, is there's actually 66!</p> <p>(laugh maniacially)</p> <p> ...that's just between you and me.",NML S02E08,David Koechner,uZIsYyuN35Y,51m10s,241
"Brides magazine released a list of '11 Ways to be a Terrible Bride'. They include:</p> <p>""Don't Interfere with the Wedding Planner""</p> <p>""Don't Lie About How Much the Wedding Cost Your Family""</p> <p>and coming in at #1:</p> <p> ""Don't Fuck Your Husband's Best Friends""",NML S02E08,David Koechner,uZIsYyuN35Y,51m44s,242
"Harriette Thompson, 91 finished running the Rock'n'Roll Marathon in San Diego in just over 7 hours, becoming the oldest person to complete a marathon, and setting a world record for the fastest time in her age group. The previous record was set by Mildred Kennelworth who died during mile 1.",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,46m07s,243
"Kim and Kanye celebrated their daughter North West's one year birthday by throwing a big party with jugglers, a bouncy house and a ferris wheel. The bad news is that North West is a baby and it doesn't know what the fuck is going on.",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,46m47s,244
"A study has found that men are just as likely as women to spread gossip. At least that's what I heard Rick tell Brad, who by the way has a crush on Patty.",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,47m27s,245
Hey Madonna says she's planning to remake the movie 'Casablanca'. Finally! Someone is going to get it right!,NML S02E09,Roseanne Barr,_j7h5F5cEhQ,47m41s,246
Here's a really easy way to figure out if you're taking too many meds: You refer to your medication as 'meds'.,NML S02E09,Roseanne Barr,_j7h5F5cEhQ,47m53s,247
"The only things certain in life are death, taxes, and getting caught whacking off in a Target dressing room.",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,48m17s,248
"Hey, you're not going to believe this, but Bill Maher is giving away the solution to all our problems... for free!",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,48m37s,249
Know who's even crazier than cat ladies? Snake ladies!,NML S02E09,Roseanne Barr,_j7h5F5cEhQ,49m3s,250
Workers at a Harvard University library have discovered a book that's bound with human skin.</p> <p>They were able to determine the part of the body that the skin came from after it was grabbed by a sexy librarian and immediately expanded to 3 times its size.,NML S02E09,Roseanne Barr,_j7h5F5cEhQ,49m33s,251
"When Gwyneth Paltrow says that being a movie star is harder than working a 9-5 job, <i>she knows,</i> because she spent years clearing heavy debris from demolition sites - oh no, wait - this just in - Gwyneth Paltrow has never done shit!",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,50m19s,252
I'm the Ray Allen of my local Applebees because I'm always nailing 3s.,NML S02E09,Roseanne Barr,_j7h5F5cEhQ,50m44s,253
Alex Trebek set a Guinness world record for most game shows hosted. The previous record was: Who gives a fuck?,NML S02E09,Roseanne Barr,_j7h5F5cEhQ,56m26s,254
"Three children were injured when a cannon exploded during a Civil War re-enactment. To keep things authentic, the children had their limbs sawed off with rusty hacksaws.",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,59m42s,255
"President Obama in a speech this past week said that we should solve the nation's bee problem.</p> <p>Oh, God, we elected a guy who sympathizes with BEES?",NML S02E09,Roseanne Barr,_j7h5F5cEhQ,1h3m21s,256
Presidential Fact: Barack Obama is the first president to ever say the 'N' word as a term of endearment.,NML S02E09,Roseanne Barr,_j7h5F5cEhQ,1h4m27s,257
"A 89 year old Washington man fought off a robber with a golf club, though to be fair, the only reason the guy was swinging a golf club was because he mistook the robber for the grim spectre of death.",NML S02E10,Marc Maron,W_F-7-546dI,55m21s,258
"A Pakistani father stoned his daughter to death for marrying a man of her own choosing.</p> <p>Which means Pakistan's tourism board is going to have to come up with a new slogan to replace ""Come to Pakistan! Three whole days without anyone being brutally stoned to death by their own Father!""",NML S02E10,Marc Maron,W_F-7-546dI,56m3s,259
"It's kind of a weird feeling watching the Flintstones lately, with their stone-age drive-in movies, and their caveman bowling... it just seems so <i>dated!</i>",NML S02E10,Marc Maron,W_F-7-546dI,56m29s,260
"A cowboy at a rodeo in Georgia used his lasso to apprehend a gunman. At least, that's according to a recent segment of America's hottest new game show: <i>'Georgia Police Blotter or Episode Synopsis from Walker Texas Ranger?'</i>",NML S02E10,Marc Maron,W_F-7-546dI,57m2s,261
"An Orlando police officer's press conference on curbing gun violence was interrupted by gun shots. Witnesses say the shots were incredibly loud, though not as loud as the deafening irony.",NML S02E10,Marc Maron,W_F-7-546dI,57m26s,262
<i>All My Children</i> star Matthew Cowles has died at the age of 69.</p> <p><i>Or has he?</i>,NML S02E10,Marc Maron,W_F-7-546dI,57m39s,263
"Research shows the obesity epidemic is primarily affecting lower income Americans. No lower income Americans could be reached for comment because they were busy waddling around Six Flags, gnawing on a giant turkey leg, and waiting in line to buy an airbrushed Yosemite Sam tank top.",NML S02E10,Marc Maron,W_F-7-546dI,58m06s,264
Miss Nevada has been crowned the new Miss USA.</p> <p>I must now apologize to Miss Delaware. I actually have nothing to do with the final decision but I will treasure our evening together forever.,NML S02E10,Marc Maron,W_F-7-546dI,58m33s,265
"John Kerry said that the latest terrorist threats against America are ""baloney"". Then he went on to shout ""Why don't you pussies put your money where your mouth is?!""",NML S02E10,Marc Maron,W_F-7-546dI,58m57s,266
"Secretary of State John Kerry calls the latest terror threats to America ""Baloney"". On his lunch-meat danger scale that's more dangerous than salami, but not as dangerous as turkey loaf.",NML S02E10,Marc Maron,W_F-7-546dI,59m13s,267
"The world's oldest man, an 111 year old parapsychologist has passed away. He now knows for sure that all that stuff that he believed in was bullshit.",NML S02E10,Marc Maron,W_F-7-546dI,1h0m34s,268
"The world's oldest man, Alexander Imich, passed away at 111. And the world's youngest man, Declan McAlistair was just born. Oh wait! Correction - the world's youngest man Fan Woo Chung was just born- Wait, no, it's Gaston LeClaire- No! Javier Guitierez- No! It's Takeo Yamashita- No! It's... no wonder they don't keep track of the world's youngest man.",NML S02E10,Marc Maron,W_F-7-546dI,1h0m54s,269
A list of the world's top 25 amusement parks was released this week with Disney's Magic Kingdom coming in at #1.</p><p>Not making the list: Kyle's Rape Dungeon.,NML S02E10,Marc Maron,W_F-7-546dI,1h1m38s,270
This week I learned you can pay your dentist with blowjobs.,NML S02E11,Martin Mull,3QJZs3PY9UU,1h1m20s,271
I do a terrible John Travolta impression but I find the impression gets a lot better when my male masseuse is jerking me off.,NML S02E11,Martin Mull,3QJZs3PY9UU,1h2m26s,272
You know they had a big Black Mass devil worship this week. But I skipped it because I believe you can be just as close to Satan on a golf course as in some stuffy old Satanic Church.,NML S02E11,Martin Mull,3QJZs3PY9UU,1h2m42s,273
Some Biblical scholars now believe that Jesus Christ was married. They also believe he had the world's worst bachelor party.,NML S02E11,Martin Mull,3QJZs3PY9UU,1h3m18s,274
A Chinese man spent 10 years developing a suitcase that doubles as a motorized scooter. There's no word on whether he had any particular hopes or dreams.,NML S02E11,Martin Mull,3QJZs3PY9UU,1h3m38s,275
"Movie fans are now celebrating the 30th anniversary of Ghostbusters and are demanding a Ghostbusters 3. At least, according to a homeless dude on my block, who looks suspiciously like Ernie Hudson.",NML S02E11,Martin Mull,3QJZs3PY9UU,1h4m15s,276
Orange is the new Black but not in my apartment building. Kevin is the new black.,NML S02E11,Martin Mull,3QJZs3PY9UU,1h6m56s,277
"In Alabama, a Youth Ministry group is under fire for putting up a billboard that quotes Adolf Hitler. To be fair, they did pick his most inspirational quote.",NML S02E11,Martin Mull,3QJZs3PY9UU,1h8m25s,278
"That 'Weird Al' Yankovic ain't so weird. He just sings parody songs. My friend 'Weird Phil', that guy's weird, he saves all his cum in Sparklets bottles for marriage.",NML S02E11,Martin Mull,3QJZs3PY9UU,1h9m05s,279
"The world's oldest man died yesterday. Cause of death: Everybody yelled ""Surprise!""",NML S02E12,Jack Carter,BlzKYIjwh7g,59m55s,280
"I spent the last 2 weeks at Disneyland. It was so much fun, the next time I'm taking my wife and kids.",NML S02E12,Jack Carter,BlzKYIjwh7g,1h0m30s,281
"In World Cup soccer, Mexico defeated Cameroon one to nothing. Or as it's known in soccer, a blowout.",NML S02E12,Jack Carter,BlzKYIjwh7g,1h1m41s,282
Jonah Hill says his heart is broken over the fact he was caught on camera calling a photographer a gay slur.</p> <p>And speaking of things that are broken: Jonah Hill's chair.,NML S02E12,Jack Carter,BlzKYIjwh7g,1h2m14s,283
"I had an uncle, mean guy, he was a prize fighter. He once broke both of his hands in a fight against a washer-dryer he won on 'The Price is Right'.",NML S03E01,Stephen Merchant,oChDQTTfIL0,55m0s,284
When I was a child my parents told me my uncle was 'sleeping with the fishes' which at the time I assumed meant that he bought a waterbed... but then I found out he had been killed and his body buried at sea.,NML S03E01,Stephen Merchant,oChDQTTfIL0,55m52s,285
My father was recently diagnosed with shingles which is a terrible sickness that usually only affects roofs.,NML S03E01,Stephen Merchant,oChDQTTfIL0,56m10s,286
Hotel Rwanda has a great score on Rotten Tomatoes but their Yelp reviews are terrible.,NML S03E01,Stephen Merchant,oChDQTTfIL0,57m5s,287
"Growing up I had a dog with an eating disorder, he wouldn't eat my homework.",NML S03E01,Stephen Merchant,oChDQTTfIL0,57m13s,288
"I want to take this moment to endorse podiums.</p><p>Now, that's a product I can stand behind!",NML S03E01,Stephen Merchant,oChDQTTfIL0,57m22s,289
I don't understand why LA is struggling to provide better public transportation when my neighbour Rich offers free moustache rides every night.,NML S03E01,Stephen Merchant,oChDQTTfIL0,58m14s,290
"A young Zika mosquito went out flying for the first time, when he came back his father asked 'How was it?' The young mosquito replied 'Great, everyone was clapping for me!'",NML S03E01,Stephen Merchant,oChDQTTfIL0,58m57s,291
Do you know what Adam Eget has in common with a guitar player? They both like fingering minors.,NML S03E01,Stephen Merchant,oChDQTTfIL0,1h0m0s,292
"Hillary has the support of the Orlando terrorist's Dad, Trump has the support of white supremacist groups. I can't decide who I support until the Zika virus weighs in.",NML S03E01,Stephen Merchant,oChDQTTfIL0,1h0m35s,293
Playboy magazine has done away with the nude photo layouts altogether.</p> <p>In other words they've eliminated ladies in the altogether altogether!,NML S03E01,Stephen Merchant,oChDQTTfIL0,1h1m11s,294
How come the term 'adult toy' always refers to something you can shove up your asshole and never like a big racecar?,NML S03E01,Stephen Merchant,oChDQTTfIL0,1h1m35s,295
"When I die I want to be cremated and my ashes spread eagle and fucked, <i>fucked hard like a fuckin' real tramp...</i>",NML S03E01,Stephen Merchant,oChDQTTfIL0,1h1m56s,296
Scientists have discovered a vegan spider in South Africa that will not eat ants. It refuses to eat ants even if it's starving but it <i>will</i> eat tofu shaped like ants.,NML S03E03,David Letterman,VaXlQOzPHK8,52m31s,297
Researchers in Bermuda believe that they may have finally solved the mystery of Amelia Earhart's disappearance: She was a bad pilot.,NML S03E03,David Letterman,VaXlQOzPHK8,52m58s,298
The Deer Hunter is a terrific movie unless you shelled out three bucks to see some actual deer hunting.,NML S03E03,David Letterman,VaXlQOzPHK8,53m50s,299
"Say what you will about Elon Musk but with his new plan to bring people to Mars, nobody is a more creative serial killer.",NML S03E03,David Letterman,VaXlQOzPHK8,56m16s,300
"You know the funniest part about doing an office conga line?</p><p>When you look back and realise you're doing it alone and you're not in an office, you're in a psychiatric hospital.",NML S03E03,David Letterman,VaXlQOzPHK8,56m28s,301
"I heard that when Beethoven was 16 he wrote his first symphony. This is the kinda guy who makes you realise what an utter sham your life has been. When I was 16, I was in a McDonald's saying ""You want lids on these?""",NML S03E03,David Letterman,VaXlQOzPHK8,57m04s,302
